                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    200,                0.44994,                 2.9657,                 0.5388,                  0.318,                0.81969,                0.99893,                      1,                  0.995,                0.90359,                0.96904,                0.95455,                0.95646,                0.46599,                0.48355,                 2.5968,                0.53579,                0.32444,                0.82608,              0.0006932,              0.0006932,              0.0006932
                    201,                0.51479,                 3.1393,                0.56657,                0.33903,                0.84147,                0.99875,                      1,                  0.995,                0.89904,                0.91268,                0.90909,                0.89009,                0.48158,                0.49431,                 2.5928,                0.53122,                0.33307,                0.82785,              0.0006866,              0.0006866,              0.0006866
                    202,                0.47391,                 2.5917,                0.51995,                0.31929,                0.83941,                0.99864,                      1,                  0.995,                0.89938,                0.93088,                0.93182,                0.93444,                0.47573,                 0.5271,                 2.6211,                0.53333,                0.32025,                 0.8322,                0.00068,                0.00068,                0.00068
                    203,                 0.5088,                 2.8708,                0.52987,                0.34525,                0.83716,                0.99866,                      1,                  0.995,                0.89976,                0.95357,                0.95455,                0.95688,                0.49065,                0.53747,                  2.584,                0.53697,                0.32633,                0.83069,              0.0006734,              0.0006734,              0.0006734
                    204,                0.48023,                 2.9326,                 0.5413,                0.32507,                0.83669,                0.99868,                      1,                  0.995,                0.89402,                0.95374,                0.95455,                0.96207,                 0.5127,                0.52765,                 2.5379,                0.53433,                0.32474,                0.83153,              0.0006668,              0.0006668,              0.0006668
                    205,                0.46853,                  3.059,                0.56454,                0.32102,                0.82746,                 0.9987,                      1,                  0.995,                0.88836,                0.95385,                0.95455,                0.96621,                 0.4872,                 0.5123,                 2.5689,                0.53505,                0.31664,                0.83238,              0.0006602,              0.0006602,              0.0006602
                    206,                0.47861,                 2.9752,                0.57449,                0.32688,                0.83802,                0.99867,                      1,                  0.995,                0.88974,                0.93104,                0.93182,                0.94721,                0.49619,                0.52226,                 2.5477,                0.53409,                0.32763,                0.83611,              0.0006536,              0.0006536,              0.0006536
                    207,                0.45944,                 2.8591,                0.54872,                0.32046,                0.81783,                0.99866,                      1,                  0.995,                0.89721,                 0.9083,                0.90909,                0.91081,                0.48593,                0.51495,                  2.577,                0.53501,                0.31278,                0.83868,               0.000647,               0.000647,               0.000647
                    208,                0.47561,                 2.8218,                0.53698,                0.31814,                 0.8344,                0.99869,                      1,                  0.995,                0.90228,                0.93094,                0.93182,                0.93093,                0.49165,                0.50277,                 2.5759,                0.53505,                0.31235,                0.83832,              0.0006404,              0.0006404,              0.0006404
                    209,                0.43922,                 2.7551,                0.53716,                0.31635,                0.80992,                0.99873,                      1,                  0.995,                0.89766,                0.93123,                0.93182,                0.93407,                0.49179,                 0.4956,                 2.5985,                 0.5353,                0.31819,                0.83327,              0.0006338,              0.0006338,              0.0006338
                    210,                0.46897,                 2.7193,                0.54265,                0.32291,                0.82635,                0.99874,                      1,                  0.995,                0.89424,                0.95382,                0.95455,                0.96671,                 0.5097,                0.50691,                 2.5813,                0.53513,                 0.3181,                0.83165,              0.0006272,              0.0006272,              0.0006272
                    211,                 0.4832,                 2.8428,                0.53352,                0.33104,                0.81312,                0.99874,                      1,                  0.995,                0.89221,                0.90855,                0.90909,                0.90653,                0.50641,                0.49937,                 2.5613,                0.53327,                0.31853,                0.83611,              0.0006206,              0.0006206,              0.0006206
                    212,                0.44422,                 2.8568,                0.54225,                0.31895,                 0.8163,                0.99873,                      1,                  0.995,                 0.8876,                0.93112,                0.93182,                0.91942,                0.48902,                0.49148,                 2.5589,                0.53194,                0.30515,                0.83232,               0.000614,               0.000614,               0.000614
                    213,                0.46311,                 2.7709,                0.54583,                0.32149,                0.82634,                0.99871,                      1,                  0.995,                0.88587,                0.93114,                0.93182,                 0.9138,                0.43701,                0.51424,                 2.5945,                 0.5355,                 0.3206,                0.83347,              0.0006074,              0.0006074,              0.0006074
                    214,                0.48032,                 2.7549,                0.55874,                0.33867,                0.84776,                0.99868,                      1,                  0.995,                0.87872,                0.93123,                0.93182,                0.91389,                0.44768,                0.53435,                 2.6004,                0.53729,                0.31578,                  0.837,              0.0006008,              0.0006008,              0.0006008
                    215,                0.43121,                 2.7154,                0.54213,                0.31087,                0.81461,                0.99869,                      1,                  0.995,                 0.8803,                0.93135,                0.93182,                0.91277,                0.43293,                0.51609,                 2.5546,                0.53462,                0.31071,                0.83331,              0.0005942,              0.0005942,              0.0005942
                    216,                0.46633,                 2.6886,                0.53732,                0.32411,                0.83468,                0.99871,                      1,                  0.995,                0.88756,                0.93133,                0.93182,                0.90948,                0.42698,                 0.5086,                 2.6165,                0.53279,                0.31207,                0.83595,              0.0005876,              0.0005876,              0.0005876
                    217,                0.43395,                 2.8472,                0.54917,                0.31601,                0.80727,                0.99872,                      1,                  0.995,                0.89123,                0.93142,                0.93182,                 0.9251,                0.43061,                0.51531,                 2.5863,                 0.5298,                0.29652,                0.83853,               0.000581,               0.000581,               0.000581
                    218,                0.46586,                  2.876,                0.53963,                0.32475,                0.82703,                0.99869,                      1,                  0.995,                0.88371,                 0.9533,                0.95455,                0.95183,                0.42882,                0.50869,                 2.6294,                0.53328,                 0.3055,                0.84073,              0.0005744,              0.0005744,              0.0005744
                    219,                0.44461,                  2.771,                0.54284,                0.32484,                0.82952,                 0.9987,                      1,                  0.995,                0.89038,                0.95331,                0.95455,                0.94645,                0.45266,                0.51093,                 2.5934,                0.53565,                0.30163,                0.83817,              0.0005678,              0.0005678,              0.0005678
                    220,                0.45248,                 2.9202,                0.53542,                0.30484,                0.83138,                0.99869,                      1,                  0.995,                0.90575,                 0.9079,                0.90909,                0.90567,                0.47721,                0.47556,                 2.5864,                 0.5347,                0.29526,                0.83239,              0.0005612,              0.0005612,              0.0005612
                    221,                0.43017,                 2.7917,                0.54826,                0.31123,                0.80614,                0.99867,                      1,                  0.995,                0.90784,                0.95343,                0.95455,                0.96102,                0.48522,                0.47925,                 2.6013,                0.53237,                 0.2965,                0.83128,              0.0005546,              0.0005546,              0.0005546
                    222,                0.43438,                 2.9771,                0.55235,                0.29682,                0.81786,                0.99884,                      1,                  0.995,                0.90591,                0.96344,                0.95455,                0.95507,                0.42191,                0.49624,                 2.6645,                0.53172,                0.30253,                0.83638,               0.000548,               0.000548,               0.000548
                    223,                0.45813,                 2.9745,                0.54007,                0.30768,                0.82858,                0.99886,                      1,                  0.995,                0.89857,                0.96502,                0.95455,                0.95507,                0.43724,                0.50105,                 2.6228,                0.53129,                0.31136,                0.83892,              0.0005414,              0.0005414,              0.0005414
                    224,                0.42814,                 3.1074,                0.55378,                0.29422,                0.82846,                0.99886,                      1,                  0.995,                0.90362,                0.94011,                0.93182,                0.93145,                0.47477,                0.48152,                  2.588,                0.53188,                0.31216,                0.83132,              0.0005348,              0.0005348,              0.0005348
                    225,                0.47189,                 2.7187,                0.54974,                0.30999,                0.82281,                0.99881,                      1,                  0.995,                0.90828,                0.91202,                0.90909,                0.90743,                0.46251,                0.47723,                 2.6053,                 0.5314,                0.30933,                0.83027,              0.0005282,              0.0005282,              0.0005282
                    226,                0.42171,                 2.9437,                0.53787,                0.29302,                0.82648,                0.99875,                      1,                  0.995,                0.89539,                0.95395,                0.95455,                0.95377,                0.42843,                0.49276,                 2.5969,                0.53077,                0.31186,                0.83189,              0.0005216,              0.0005216,              0.0005216
                    227,                0.44273,                 2.7315,                0.54492,                0.30537,                0.84494,                 0.9987,                      1,                  0.995,                0.88922,                0.93061,                0.93182,                0.91245,                0.42441,                0.49805,                 2.5691,                0.53242,                0.31466,                0.82972,               0.000515,               0.000515,               0.000515
                    228,                0.47143,                 2.8945,                0.54407,                0.31437,                0.81615,                 0.9987,                      1,                  0.995,                0.89168,                0.90791,                0.90909,                0.86917,                0.41769,                0.48755,                 2.5671,                0.53189,                0.30839,                 0.8277,              0.0005084,              0.0005084,              0.0005084
                    229,                0.44758,                  2.771,                0.53712,                0.31865,                0.84449,                0.99874,                      1,                  0.995,                0.90592,                0.95334,                0.95455,                0.93514,                0.43427,                0.47891,                 2.5663,                 0.5289,                0.30438,                0.82804,              0.0005018,              0.0005018,              0.0005018
                    230,                0.40352,                 2.8689,                0.54579,                0.29444,                0.82945,                0.99875,                      1,                  0.995,                0.90157,                0.95333,                0.95455,                0.93779,                0.45238,                0.48301,                 2.5693,                0.52828,                0.30142,                0.82929,              0.0004952,              0.0004952,              0.0004952
                    231,                0.48882,                 2.7931,                0.54813,                0.31929,                 0.8485,                 0.9987,                      1,                  0.995,                0.89464,                 0.9306,                0.93182,                0.93187,                0.46637,                0.51484,                 2.5423,                0.52845,                0.31698,                0.83133,              0.0004886,              0.0004886,              0.0004886
                    232,                0.42821,                 2.7658,                0.54921,                 0.3024,                0.82083,                0.99872,                      1,                  0.995,                0.88972,                0.90842,                0.90909,                0.91578,                0.47598,                0.49933,                 2.5577,                0.52857,                0.32198,                0.83185,               0.000482,               0.000482,               0.000482
                    233,                0.44068,                    2.8,                0.53033,                0.30419,                0.83079,                0.99874,                      1,                  0.995,                0.89641,                0.90874,                0.90909,                0.90991,                0.46383,                0.49906,                  2.575,                0.52927,                0.31212,                0.83427,              0.0004754,              0.0004754,              0.0004754
                    234,                0.47103,                 2.8784,                0.53876,                0.31418,                0.83774,                0.99873,                      1,                  0.995,                0.89222,                0.93126,                0.93182,                0.94526,                0.46966,                0.51581,                 2.5529,                0.53017,                0.30283,                0.83502,              0.0004688,              0.0004688,              0.0004688
                    235,                0.42653,                 2.5623,                0.53802,                0.29702,                0.83664,                0.99868,                      1,                  0.995,                0.88043,                0.93083,                0.93182,                0.93955,                0.46287,                0.51806,                 2.5892,                0.52784,                0.30969,                0.83488,              0.0004622,              0.0004622,              0.0004622
                    236,                0.41997,                 2.8536,                0.54145,                0.30131,                0.81227,                0.99868,                      1,                  0.995,                0.88956,                0.95329,                0.95455,                0.95263,                0.48199,                0.50326,                   2.56,                0.53115,                0.31636,                0.83119,              0.0004556,              0.0004556,              0.0004556
                    237,                0.39118,                 2.4795,                 0.5429,                0.28331,                0.80402,                0.99868,                      1,                  0.995,                0.90189,                0.95329,                0.95455,                  0.951,                0.49095,                0.51021,                 2.5557,                0.53184,                0.31135,                 0.8292,               0.000449,               0.000449,               0.000449
                    238,                0.41594,                 2.5824,                0.51411,                 0.2879,                0.80983,                0.99868,                      1,                  0.995,                0.90286,                0.95329,                0.95455,                0.95775,                0.50868,                0.50551,                  2.573,                0.53135,                0.30821,                0.83181,              0.0004424,              0.0004424,              0.0004424
                    239,                0.44879,                 3.0419,                0.54069,                0.31176,                0.83971,                      1,                      1,                  0.995,                0.89543,                0.95455,                0.95455,                0.95693,                0.47527,                0.53339,                 2.5971,                0.53151,                0.31059,                0.83788,              0.0004358,              0.0004358,              0.0004358
                    240,                0.46262,                 2.7321,                0.51841,                0.30477,                0.83942,                      1,                      1,                  0.995,                0.90253,                0.95455,                0.95455,                 0.9512,                0.49281,                0.50774,                 2.5583,                   0.53,                0.29343,                0.83035,              0.0004292,              0.0004292,              0.0004292
                    241,                0.43545,                 2.5847,                 0.5352,                0.29258,                0.83585,                      1,                      1,                  0.995,                 0.9042,                0.93182,                0.93182,                0.92363,                0.51436,                0.49372,                 2.5383,                0.52858,                0.29449,                0.82677,              0.0004226,              0.0004226,              0.0004226
                    242,                0.44084,                 2.9063,                0.53095,                0.30262,                0.82025,                      1,                      1,                  0.995,                0.90763,                0.95455,                0.95455,                0.95336,                0.49779,                0.49998,                 2.5121,                0.52708,                0.30786,                0.82795,               0.000416,               0.000416,               0.000416
                    243,                0.44326,                  2.951,                0.56015,                0.30882,                0.84719,                      1,                      1,                  0.995,                0.90087,                0.95455,                0.95455,                0.96088,                0.47976,                0.52185,                 2.5333,                0.52759,                0.32853,                0.83511,              0.0004094,              0.0004094,              0.0004094
                    244,                0.42626,                 2.5932,                0.54522,                0.29808,                0.81819,                      1,                      1,                  0.995,                0.90372,                0.93182,                0.93182,                0.94642,                0.47102,                0.50652,                 2.5609,                 0.5261,                0.31357,                0.82772,              0.0004028,              0.0004028,              0.0004028
                    245,                 0.4124,                 2.7663,                0.55137,                0.29588,                0.81706,                      1,                      1,                  0.995,                0.90059,                0.93182,                0.93182,                0.94129,                0.47557,                0.51282,                 2.5265,                0.52386,                0.30176,                0.82532,              0.0003962,              0.0003962,              0.0003962
                    246,                0.44089,                 2.6206,                0.52701,                0.30046,                0.81061,                      1,                      1,                  0.995,                 0.9052,                0.95455,                0.95455,                0.96126,                0.49411,                0.49529,                 2.5029,                0.52173,                0.29356,                0.82461,              0.0003896,              0.0003896,              0.0003896
                    247,                 0.4266,                 2.8037,                0.53266,                0.29232,                0.83888,                      1,                      1,                  0.995,                0.90999,                0.95455,                0.95455,                0.95483,                0.49522,                0.49285,                 2.4754,                0.52128,                0.29268,                0.82347,               0.000383,               0.000383,               0.000383
                    248,                0.42952,                   2.87,                0.52163,                0.30632,                0.82173,                0.99867,                      1,                  0.995,                0.90749,                0.95328,                0.95455,                0.95372,                0.50259,                0.49375,                 2.4822,                0.52169,                0.30388,                0.82672,              0.0003764,              0.0003764,              0.0003764
                    249,                 0.4048,                 2.8589,                0.51949,                0.29117,                 0.8272,                0.99865,                      1,                  0.995,                0.90779,                0.95326,                0.95455,                0.94212,                0.48375,                0.49924,                 2.4805,                 0.5233,                0.30104,                0.82703,              0.0003698,              0.0003698,              0.0003698
                    250,                 0.4197,                 2.9222,                0.54486,                0.28223,                0.80884,                0.99868,                      1,                  0.995,                0.90658,                0.95329,                0.95455,                0.93697,                   0.48,                0.49504,                 2.4762,                0.52345,                0.29099,                 0.8282,              0.0003632,              0.0003632,              0.0003632
                    251,                0.41491,                 2.7705,                0.52266,                0.29262,                0.81824,                0.99869,                      1,                  0.995,                0.90139,                 0.9533,                0.95455,                0.93672,                0.49383,                0.48557,                   2.46,                0.52288,                0.28466,                0.82625,              0.0003566,              0.0003566,              0.0003566
                    252,                0.39709,                 2.6631,                0.54916,                0.28329,                0.80356,                0.99871,                      1,                  0.995,                0.90873,                0.93062,                0.93182,                0.91673,                0.50558,                 0.4628,                 2.4443,                 0.5234,                0.27418,                0.82279,                0.00035,                0.00035,                0.00035
                    253,                0.42912,                 2.6728,                0.54374,                0.29406,                0.81704,                 0.9987,                      1,                  0.995,                0.90717,                 0.9533,                0.95455,                0.94353,                0.50354,                0.47674,                 2.4695,                0.52455,                 0.2747,                0.82426,              0.0003434,              0.0003434,              0.0003434
                    254,                0.41391,                 2.8735,                 0.5356,                0.29199,                0.82151,                0.99868,                      1,                  0.995,                0.91448,                0.90789,                0.90909,                0.89781,                0.51132,                0.48592,                 2.5003,                0.52466,                0.28233,                0.82293,              0.0003368,              0.0003368,              0.0003368
                    255,                0.37829,                 2.5068,                0.51331,                0.27679,                   0.81,                0.99871,                      1,                  0.995,                0.91304,                0.93062,                0.93182,                 0.9157,                0.52076,                0.47599,                 2.4898,                0.52315,                0.28643,                 0.8214,              0.0003302,              0.0003302,              0.0003302
                    256,                0.42944,                 2.8613,                0.55931,                0.29594,                 0.8305,                0.99872,                      1,                  0.995,                0.90966,                0.93063,                0.93182,                 0.9017,                0.48545,                0.48306,                 2.5238,                0.52491,                0.29131,                0.82331,              0.0003236,              0.0003236,              0.0003236
                    257,                0.41207,                 2.6438,                0.52685,                0.28965,                0.82108,                0.99873,                      1,                  0.995,                 0.9128,                0.93063,                0.93182,                0.89678,                 0.4831,                0.48873,                 2.5114,                0.52531,                0.27542,                0.82198,               0.000317,               0.000317,               0.000317
                    258,                0.41242,                 2.6342,                 0.5329,                0.28722,                0.84031,                0.99874,                      1,                  0.995,                0.90086,                0.93064,                0.93182,                0.89634,                0.48271,                0.49097,                 2.4778,                0.52501,                0.27472,                0.82246,              0.0003104,              0.0003104,              0.0003104
                    259,                0.41438,                 2.6855,                0.53028,                0.29642,                0.82356,                0.99873,                      1,                  0.995,                0.90746,                0.93064,                0.93182,                0.89908,                0.49546,                0.49841,                 2.4851,                0.52509,                0.27547,                0.82648,              0.0003038,              0.0003038,              0.0003038
                    260,                0.41755,                 2.9865,                0.51883,                0.28747,                0.82326,                0.99872,                      1,                  0.995,                0.90749,                0.93062,                0.93182,                0.91829,                0.52089,                0.49638,                 2.5038,                0.52536,                0.27843,                0.82957,              0.0002972,              0.0002972,              0.0002972
                    261,                0.39317,                 2.5918,                0.51892,                0.28313,                0.81666,                      1,                      1,                  0.995,                0.91297,                0.93182,                0.93182,                0.91612,                0.52188,                0.49801,                 2.5009,                0.52488,                0.27824,                0.82821,              0.0002906,              0.0002906,              0.0002906
                    262,                0.41709,                 2.7735,                0.53428,                0.29201,                0.82254,                      1,                      1,                  0.995,                0.91639,                0.93182,                0.93182,                0.91589,                0.52896,                0.49383,                 2.5113,                 0.5249,                0.27744,                0.82736,               0.000284,               0.000284,               0.000284
                    263,                0.39904,                 2.6645,                0.54768,                0.27577,                0.81523,                0.99873,                      1,                  0.995,                 0.9117,                0.93064,                0.93182,                0.91296,                0.52163,                0.49558,                 2.5059,                0.52774,                0.28268,                 0.8295,              0.0002774,              0.0002774,              0.0002774
                    264,                0.37455,                 2.5756,                0.53265,                0.27802,                0.81203,                0.99872,                      1,                  0.995,                 0.9152,                0.95333,                0.95455,                0.94377,                0.51749,                0.49171,                 2.5036,                0.52751,                0.27587,                0.82663,              0.0002708,              0.0002708,              0.0002708
                    265,                0.36412,                 2.7597,                0.51953,                0.27491,                0.81071,                0.99871,                      1,                  0.995,                0.91439,                0.95332,                0.95455,                 0.9434,                0.52247,                0.49058,                 2.4977,                0.52469,                0.26774,                0.82406,              0.0002642,              0.0002642,              0.0002642
                    266,                0.39809,                 2.6212,                0.53447,                0.27739,                0.82107,                0.99871,                      1,                  0.995,                0.90747,                0.95331,                0.95455,                0.94074,                0.52053,                0.49237,                 2.5098,                0.52279,                0.27179,                0.82494,              0.0002576,              0.0002576,              0.0002576
                    267,                0.39826,                 2.6935,                0.52135,                0.28173,                0.81234,                 0.9987,                      1,                  0.995,                0.90262,                 0.9533,                0.95455,                0.94015,                0.53339,                0.49374,                 2.4871,                0.52326,                0.27303,                 0.8242,               0.000251,               0.000251,               0.000251
                    268,                 0.4143,                  2.778,                 0.5379,                0.28548,                0.82103,                0.99869,                      1,                  0.995,                0.91007,                 0.9533,                0.95455,                0.93841,                0.53079,                0.49622,                 2.4498,                0.52307,                 0.2792,                 0.8239,              0.0002444,              0.0002444,              0.0002444
                    269,                0.40238,                 2.5969,                0.54963,                0.28918,                0.82053,                0.99868,                      1,                  0.995,                0.90417,                0.95329,                0.95455,                0.93528,                0.52028,                0.49578,                 2.4665,                0.52261,                0.28794,                0.82787,              0.0002378,              0.0002378,              0.0002378
                    270,                0.38965,                 2.6096,                0.52336,                0.26968,                0.82896,                0.99868,                      1,                  0.995,                0.90877,                0.95329,                0.95455,                0.93442,                0.51773,                0.48793,                 2.4746,                0.52264,                 0.2811,                0.82863,              0.0002312,              0.0002312,              0.0002312
                    271,                0.37119,                 2.5307,                0.52672,                0.27942,                0.80017,                0.99869,                      1,                  0.995,                0.91722,                0.93059,                0.93182,                 0.8986,                0.52481,                0.48045,                 2.4753,                0.52186,                0.27393,                0.82526,              0.0002246,              0.0002246,              0.0002246
                    272,                0.39862,                 2.5598,                0.52434,                0.27238,                0.79778,                0.99868,                      1,                  0.995,                0.90887,                0.93059,                0.93182,                0.90009,                0.53121,                 0.4797,                 2.4949,                0.52278,                 0.2755,                0.82353,               0.000218,               0.000218,               0.000218
                    273,                0.39864,                 2.6144,                  0.512,                0.28105,                0.83353,                0.99871,                      1,                  0.995,                0.91007,                0.95331,                0.95455,                0.93357,                0.52974,                0.48718,                 2.5075,                0.52239,                0.28123,                0.82353,              0.0002114,              0.0002114,              0.0002114
                    274,                0.42225,                 2.6928,                0.54253,                 0.2773,                0.82021,                 0.9987,                      1,                  0.995,                 0.9114,                 0.9533,                0.95455,                0.93516,                0.53201,                0.47842,                 2.4942,                0.52186,                0.28365,                 0.8225,              0.0002048,              0.0002048,              0.0002048
                    275,                0.37425,                 2.5897,                0.52073,                0.27173,                0.80425,                      1,                      1,                  0.995,                0.91608,                0.93182,                0.93182,                0.90643,                0.53932,                0.47294,                  2.509,                0.52249,                0.28195,                0.82251,              0.0001982,              0.0001982,              0.0001982
                    276,                0.37562,                 2.3989,                0.50468,                0.26787,                 0.8269,                      1,                      1,                  0.995,                0.91254,                0.93182,                0.93182,                0.90779,                0.54776,                0.47474,                 2.4874,                0.52287,                  0.273,                 0.8216,              0.0001916,              0.0001916,              0.0001916
                    277,                0.38345,                 2.6165,                 0.5308,                0.26616,                0.82319,                      1,                      1,                  0.995,                0.91245,                0.95455,                0.95455,                0.93857,                0.55328,                0.48563,                 2.4745,                0.52305,                0.27788,                0.82291,               0.000185,               0.000185,               0.000185
                    278,                0.36107,                 2.6748,                0.52705,                0.26069,                 0.8106,                      1,                      1,                  0.995,                0.91246,                0.93182,                0.93182,                0.90643,                0.54763,                0.48506,                  2.479,                0.52246,                0.27504,                0.82256,              0.0001784,              0.0001784,              0.0001784
                    279,                0.39357,                 2.6094,                0.55354,                0.28045,                0.81937,                 0.9987,                      1,                  0.995,                 0.9057,                0.93061,                0.93182,                0.90238,                0.52936,                0.48525,                  2.489,                0.52246,                0.26893,                0.82207,              0.0001718,              0.0001718,              0.0001718
                    280,                0.33083,                 2.4721,                0.52179,                0.25301,                0.80163,                      1,                      1,                  0.995,                0.91605,                0.95455,                0.95455,                0.93645,                0.53881,                0.48746,                 2.4815,                0.52263,                0.27408,                0.82213,              0.0001652,              0.0001652,              0.0001652
                    281,                 0.3808,                 2.6852,                0.53409,                0.26387,                0.80464,                      1,                      1,                  0.995,                0.92278,                0.95455,                0.95455,                0.93464,                 0.5335,                0.48327,                 2.4826,                0.52322,                0.27257,                0.82112,              0.0001586,              0.0001586,              0.0001586
                    282,                0.36476,                 2.6153,                0.53809,                0.26144,                0.79802,                      1,                      1,                  0.995,                0.91953,                0.95455,                0.95455,                0.93464,                0.52871,                0.47094,                 2.4933,                  0.523,                0.27459,                0.81863,               0.000152,               0.000152,               0.000152
                    283,                0.40965,                 2.6376,                0.54118,                0.26838,                 0.8207,                      1,                      1,                  0.995,                0.91993,                0.95455,                0.95455,                0.93464,                0.52869,                0.46103,                 2.4807,                0.52261,                 0.2732,                0.81671,              0.0001454,              0.0001454,              0.0001454
                    284,                0.38924,                 2.5515,                0.53205,                0.26573,                0.81833,                      1,                      1,                  0.995,                0.91663,                0.95455,                0.95455,                0.93464,                0.54353,                0.46377,                 2.4709,                0.52287,                0.26762,                0.81865,              0.0001388,              0.0001388,              0.0001388
                    285,                0.39735,                 2.9276,                0.54937,                0.27417,                0.83246,                      1,                      1,                  0.995,                0.91415,                0.95455,                0.95455,                0.93464,                0.54521,                0.47323,                  2.472,                0.52302,                0.26792,                0.81996,              0.0001322,              0.0001322,              0.0001322
                    286,                 0.3824,                 2.7018,                0.52112,                0.26138,                0.82041,                      1,                      1,                  0.995,                0.91313,                0.95455,                0.95455,                0.93464,                0.54459,                0.48099,                 2.4805,                0.52386,                0.26625,                0.82039,              0.0001256,              0.0001256,              0.0001256
                    287,                 0.3268,                 2.5439,                0.54171,                0.24841,                0.79398,                      1,                      1,                  0.995,                0.91303,                0.95455,                0.95455,                0.93464,                0.54361,                0.47497,                 2.4821,                0.52441,                0.26364,                 0.8194,               0.000119,               0.000119,               0.000119
                    288,                0.39328,                 2.5896,                0.52391,                0.26822,                0.81609,                      1,                      1,                  0.995,                0.91319,                0.95455,                0.95455,                0.93464,                0.53681,                0.46999,                 2.4704,                0.52373,                0.26134,                0.81821,              0.0001124,              0.0001124,              0.0001124
                    289,                0.37502,                 2.7475,                0.52989,                0.26366,                0.82536,                      1,                      1,                  0.995,                0.91418,                0.95455,                0.95455,                0.93464,                0.53799,                0.47225,                  2.468,                0.52314,                0.26241,                0.81776,              0.0001058,              0.0001058,              0.0001058
                    290,                0.35849,                 2.4808,                0.53844,                0.26376,                0.81578,                      1,                      1,                  0.995,                0.91112,                0.95455,                0.95455,                0.93464,                0.53143,                0.47769,                 2.4699,                0.52216,                0.26428,                0.81767,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.37709,                 2.2948,                0.51146,                0.26414,                0.82728,                0.99872,                      1,                  0.995,                0.90476,                0.95333,                0.95455,                0.93372,                0.52833,                0.48409,                 2.4768,                0.52001,                 0.2684,                0.81791,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                 0.4002,                 2.1673,                0.48734,                0.27371,                0.81885,                0.99871,                      1,                  0.995,                0.90473,                0.93062,                0.93182,                0.90715,                0.52962,                0.49539,                 2.4981,                0.51893,                0.27141,                0.81934,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.37819,                 2.3567,                0.50567,                 0.2617,                0.79869,                      1,                      1,                  0.995,                0.90525,                0.93182,                0.93182,                0.90779,                0.52712,                0.50325,                 2.5255,                0.51895,                0.27494,                0.82161,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.35871,                 2.4621,                 0.5137,                0.24875,                0.79035,                      1,                      1,                  0.995,                0.90534,                0.93182,                0.93182,                0.90809,                0.51632,                0.50669,                 2.5433,                0.51844,                0.27795,                0.82257,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.38969,                 2.2927,                0.49424,                0.25463,                0.79523,                      1,                      1,                  0.995,                0.90541,                0.93182,                0.93182,                 0.9091,                0.51395,                0.50439,                 2.5352,                 0.5181,                0.27809,                0.82268,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.35698,                 2.3154,                0.51886,                0.25365,                0.81043,                      1,                      1,                  0.995,                0.90329,                0.93182,                0.93182,                0.90809,                0.52694,                0.49663,                 2.5155,                0.51783,                0.27424,                0.82289,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.33735,                 2.3194,                0.48977,                0.24041,                0.79186,                      1,                      1,                  0.995,                0.90291,                0.93182,                0.93182,                0.91076,                0.53184,                0.48905,                 2.4975,                0.51763,                 0.2715,                0.82251,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.32159,                 2.3548,                0.51538,                0.24459,                0.78517,                      1,                      1,                  0.995,                0.90627,                0.95455,                0.95455,                0.93964,                0.54285,                0.48191,                 2.4782,                0.51745,                0.27157,                 0.8215,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.35011,                 2.3639,                 0.5061,                0.24309,                0.79073,                      1,                      1,                  0.995,                0.90973,                0.95455,                0.95455,                0.93964,                0.53753,                0.47689,                 2.4707,                0.51739,                0.27147,                0.82062,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.32117,                 2.3548,                0.49848,                0.24194,                0.79317,                      1,                      1,                  0.995,                0.91407,                0.95455,                0.95455,                  0.941,                0.53766,                0.47505,                 2.4677,                 0.5182,                0.27065,                0.81964,               3.32e-05,               3.32e-05,               3.32e-05
