                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                0.60398,                 3.6727,                0.58885,                0.40765,                0.84433,                0.99283,                      1,                  0.995,                0.82717,                0.67948,                0.68182,                 0.6543,                0.25703,                0.67665,                 3.5135,                0.58431,                0.55866,                0.89051,               0.001373,               0.001373,               0.001373
                     98,                  0.606,                 3.9196,                0.58604,                0.40914,                0.84113,                0.99393,                      1,                  0.995,                0.80158,                0.79321,                0.79545,                0.71378,                0.30866,                0.74527,                 3.5891,                 0.5889,                0.46947,                0.88621,              0.0013664,              0.0013664,              0.0013664
                     99,                0.68162,                 3.7237,                0.58296,                0.42571,                0.88127,                0.99136,                      1,                  0.995,                0.84029,                0.81708,                0.81818,                0.74917,                0.26294,                0.67736,                  3.511,                0.59114,                0.44586,                0.89505,              0.0013598,              0.0013598,              0.0013598
                    100,                0.61543,                 3.5677,                 0.5805,                0.41146,                0.85007,                0.97765,                      1,                  0.995,                0.82467,                0.84664,                0.84091,                0.80473,                0.30255,                0.71456,                 3.3216,                0.58467,                0.43432,                0.89179,              0.0013532,              0.0013532,              0.0013532
                    101,                0.58845,                 3.4797,                0.59097,                0.41341,                0.84071,                0.99238,                      1,                  0.995,                0.84849,                0.86271,                0.86364,                0.81334,                0.32118,                0.70512,                  3.342,                 0.5817,                0.45542,                0.90449,              0.0013466,              0.0013466,              0.0013466
                    102,                0.59764,                 3.5408,                0.57357,                0.41179,                0.87272,                0.99813,                      1,                  0.995,                0.85022,                0.79397,                0.79545,                0.76205,                0.31711,                0.69083,                  3.194,                0.57931,                0.43538,                0.90373,                0.00134,                0.00134,                0.00134
                    103,                0.58755,                 3.6585,                0.56379,                0.39848,                0.84991,                0.99652,                      1,                  0.995,                0.84091,                0.82121,                0.81818,                0.76265,                0.26437,                0.63546,                 3.2624,                0.58244,                0.41484,                 0.8763,              0.0013334,              0.0013334,              0.0013334
                    104,                0.60533,                 3.6121,                0.57386,                0.41923,                0.87742,                      1,                0.99789,                  0.995,                0.81728,                0.71561,                0.70455,                 0.6651,                0.23548,                0.69047,                 3.4398,                0.57937,                 0.4482,                0.89104,              0.0013268,              0.0013268,              0.0013268
                    105,                0.64032,                 3.4144,                0.58285,                0.41241,                0.87574,                0.99875,                      1,                  0.995,                0.84861,                0.83124,                0.81818,                0.74508,                0.19837,                0.63328,                 3.3789,                0.57811,                0.43123,                0.86405,              0.0013202,              0.0013202,              0.0013202
                    106,                0.62835,                 3.6469,                0.57233,                0.41345,                0.89397,                0.99868,                      1,                  0.995,                0.85168,                0.74305,                0.72727,                0.64737,                0.24113,                0.64641,                 3.4614,                0.57977,                0.44708,                0.86636,              0.0013136,              0.0013136,              0.0013136
                    107,                0.62211,                 3.7846,                0.57735,                 0.4003,                0.86291,                0.99803,                      1,                  0.995,                0.85189,                0.68156,                0.68182,                0.56797,                0.20629,                0.60564,                   3.49,                0.57886,                0.47764,                0.86212,               0.001307,               0.001307,               0.001307
                    108,                0.56749,                 3.2386,                0.57614,                0.38495,                0.86584,                0.97653,                      1,                  0.995,                0.86145,                0.77674,                0.79545,                0.67988,                0.25153,                0.61904,                  3.271,                0.57397,                0.45461,                0.85945,              0.0013004,              0.0013004,              0.0013004
                    109,                0.57722,                 3.5415,                0.56728,                0.39196,                0.84519,                0.99143,                      1,                  0.995,                  0.864,                0.76946,                0.77273,                0.68762,                0.23507,                0.57483,                  3.702,                0.57482,                0.47102,                0.85175,              0.0012938,              0.0012938,              0.0012938
                    110,                0.67806,                 4.0735,                0.57895,                0.43572,                0.87711,                0.99795,                      1,                  0.995,                 0.8646,                0.83919,                0.84091,                0.75317,                0.26706,                0.57599,                 3.2841,                0.57293,                0.51632,                0.85362,              0.0012872,              0.0012872,              0.0012872
                    111,                0.62185,                 3.5866,                 0.5762,                0.41053,                0.87944,                0.99803,                      1,                  0.995,                0.85204,                 0.9073,                0.90909,                0.86058,                0.28266,                0.58618,                  3.239,                 0.5735,                0.46576,                0.84978,              0.0012806,              0.0012806,              0.0012806
                    112,                0.60488,                 3.3864,                0.59498,                0.40388,                0.87262,                0.99626,                      1,                  0.995,                0.84559,                 0.8604,                0.86364,                0.80823,                0.31642,                0.59355,                 3.2582,                0.57794,                 0.5191,                0.85366,               0.001274,               0.001274,               0.001274
                    113,                0.58666,                   3.45,                0.55854,                0.40045,                 0.8532,                0.99789,                      1,                  0.995,                0.82995,                 0.8391,                0.84091,                0.78346,                0.35217,                0.65505,                 3.1285,                0.57858,                0.44396,                0.87786,              0.0012674,              0.0012674,              0.0012674
                    114,                0.63083,                 3.6527,                 0.5781,                0.42362,                0.87569,                0.99754,                      1,                  0.995,                0.84409,                0.77094,                0.77273,                0.73166,                0.26474,                0.64874,                 3.4426,                0.58026,                0.43765,                0.87145,              0.0012608,              0.0012608,              0.0012608
                    115,                0.60407,                 3.6357,                0.57487,                0.41298,                 0.8507,                0.99548,                      1,                  0.995,                0.84824,                0.81441,                0.81818,                0.73229,                0.27625,                0.65119,                 3.1954,                0.58139,                 0.5058,                0.87544,              0.0012542,              0.0012542,              0.0012542
                    116,                 0.5699,                 3.4892,                0.57007,                0.40046,                0.85523,                0.99709,                      1,                  0.995,                0.85941,                0.79341,                0.79545,                0.71734,                0.29247,                0.62804,                 3.0921,                0.58034,                0.47427,                0.86789,              0.0012476,              0.0012476,              0.0012476
                    117,                0.60565,                  3.767,                0.58503,                0.39792,                0.86421,                0.99802,                      1,                  0.995,                0.85339,                0.86185,                0.86364,                0.81761,                0.31413,                0.63442,                 3.1362,                0.58246,                0.40625,                0.85939,               0.001241,               0.001241,               0.001241
                    118,                 0.5696,                 3.4666,                0.58677,                0.39397,                0.84931,                0.99856,                      1,                  0.995,                0.86976,                0.86239,                0.86364,                0.79829,                0.35952,                0.59497,                 2.9181,                0.57992,                0.39722,                0.85314,              0.0012344,              0.0012344,              0.0012344
                    119,                0.59024,                 3.4062,                0.56722,                0.40834,                0.84488,                0.99859,                      1,                  0.995,                0.87107,                0.74905,                   0.75,                0.69007,                 0.3168,                0.59029,                  3.108,                0.57611,                0.38237,                0.85453,              0.0012278,              0.0012278,              0.0012278
                    120,                0.57438,                  3.335,                0.57857,                0.40119,                0.85062,                0.99868,                      1,                  0.995,                0.86713,                0.81705,                0.81818,                0.76858,                0.34939,                0.59036,                 2.9309,                0.57491,                0.40124,                0.86466,              0.0012212,              0.0012212,              0.0012212
                    121,                0.56462,                 3.4264,                0.58053,                0.40384,                0.86728,                0.99778,                      1,                  0.995,                0.85592,                0.73297,                   0.75,                0.63581,                0.22573,                0.59287,                 3.0918,                0.57398,                0.39808,                0.86184,              0.0012146,              0.0012146,              0.0012146
                    122,                0.62058,                 3.5369,                0.57517,                0.41546,                0.85466,                0.99697,                      1,                  0.995,                0.85257,                0.77067,                0.77273,                0.67009,                0.29893,                0.63284,                 2.8915,                0.57391,                0.43176,                0.86924,               0.001208,               0.001208,               0.001208
                    123,                0.61086,                  3.344,                 0.5867,                0.40194,                0.84617,                0.99834,                      1,                  0.995,                0.85306,                0.79424,                0.79545,                0.73129,                0.28925,                0.60537,                 2.9543,                0.57576,                0.40572,                0.86917,              0.0012014,              0.0012014,              0.0012014
                    124,                0.60759,                 3.4061,                0.57651,                0.40167,                0.84515,                0.99651,                      1,                  0.995,                0.85966,                0.83798,                0.84091,                0.76932,                0.32445,                0.58605,                 2.8865,                0.57246,                0.41135,                0.85942,              0.0011948,              0.0011948,              0.0011948
                    125,                0.59601,                 3.2249,                0.57014,                 0.3967,                  0.847,                0.99692,                      1,                  0.995,                0.85442,                0.86098,                0.86364,                0.81048,                0.36306,                0.60005,                 2.9361,                0.57192,                0.39586,                0.85557,              0.0011882,              0.0011882,              0.0011882
                    126,                0.55239,                  3.321,                0.56356,                0.38967,                0.84026,                0.99807,                      1,                  0.995,                0.85736,                0.86655,                0.88552,                0.82685,                0.37735,                0.62567,                 2.9493,                0.57389,                 0.3796,                0.86386,              0.0011816,              0.0011816,              0.0011816
                    127,                0.60835,                 3.4017,                0.57446,                0.39668,                0.86001,                0.99861,                      1,                  0.995,                0.86809,                0.86256,                0.86364,                0.82338,                0.37995,                0.58534,                   2.89,                0.57075,                 0.4007,                 0.8544,               0.001175,               0.001175,               0.001175
                    128,                0.60193,                 3.3827,                0.58844,                0.38755,                0.85789,                0.99848,                      1,                  0.995,                0.86053,                0.83976,                0.84091,                0.79457,                0.37624,                 0.6144,                 2.9551,                0.57208,                0.40539,                0.85005,              0.0011684,              0.0011684,              0.0011684
                    129,                0.53711,                 3.2007,                0.57022,                0.38122,                0.86404,                0.99666,                      1,                  0.995,                 0.8639,                 0.8172,                0.81818,                0.74687,                0.32559,                0.59064,                 2.9167,                0.57223,                0.41409,                0.85382,              0.0011618,              0.0011618,              0.0011618
                    130,                 0.5361,                 3.3415,                0.57169,                0.39005,                0.82038,                0.99857,                      1,                  0.995,                0.86803,                0.93046,                0.93182,                0.90101,                0.40768,                0.58653,                 2.8674,                0.56641,                0.40081,                0.85172,              0.0011552,              0.0011552,              0.0011552
                    131,                0.54169,                 3.3102,                0.58034,                0.37358,                0.84088,                0.99503,                      1,                  0.995,                0.86465,                0.90457,                0.90909,                0.85795,                0.30887,                0.58823,                 3.0172,                0.55448,                0.38898,                0.84198,              0.0011486,              0.0011486,              0.0011486
                    132,                0.58524,                 3.4172,                   0.57,                 0.3792,                0.87537,                0.99848,                      1,                  0.995,                 0.8379,                 0.9304,                0.93182,                0.90224,                0.34119,                0.62832,                 3.0367,                 0.5556,                0.41256,                0.85446,               0.001142,               0.001142,               0.001142
                    133,                0.58853,                 3.5647,                0.56602,                0.40693,                0.87059,                0.99799,                      1,                  0.995,                0.86173,                0.90726,                0.90909,                0.84829,                0.32898,                0.58408,                  2.974,                0.55704,                0.41403,                0.85132,              0.0011354,              0.0011354,              0.0011354
                    134,                0.61041,                 3.3579,                0.57306,                0.40412,                0.84787,                0.99822,                      1,                  0.995,                 0.8634,                0.90751,                0.90909,                0.86588,                0.36336,                0.56649,                 2.8887,                0.55439,                0.38853,                0.85018,              0.0011288,              0.0011288,              0.0011288
                    135,                0.56026,                 3.3929,                0.56443,                0.38905,                0.83579,                 0.9986,                      1,                  0.995,                0.86672,                0.89533,                0.88636,                 0.8821,                0.38584,                0.53892,                 2.8393,                0.55349,                0.39218,                0.84438,              0.0011222,              0.0011222,              0.0011222
                    136,                0.56982,                 3.0662,                0.56365,                0.39978,                0.86174,                0.99676,                      1,                  0.995,                0.85512,                 0.8631,                0.86364,                0.82025,                0.35753,                0.60267,                 2.7923,                 0.5536,                0.41618,                0.85501,              0.0011156,              0.0011156,              0.0011156
                    137,                0.55222,                   3.31,                0.56728,                0.39388,                 0.8497,                0.99853,                      1,                  0.995,                0.87417,                0.83801,                0.81818,                0.78641,                0.35998,                 0.5723,                 2.7379,                0.55592,                0.38662,                0.85803,               0.001109,               0.001109,               0.001109
                    138,                0.61334,                 3.1845,                0.57107,                0.38734,                 0.8775,                0.99863,                      1,                  0.995,                0.88148,                 0.8684,                0.86364,                0.87236,                0.36449,                0.56444,                 2.8741,                0.55323,                0.40179,                0.84651,              0.0011024,              0.0011024,              0.0011024
                    139,                0.58847,                 3.4262,                0.55764,                0.39979,                0.85299,                0.99859,                      1,                  0.995,                0.86401,                0.81776,                0.81818,                 0.8076,                0.37776,                0.57527,                 2.7961,                0.55532,                0.40206,                0.85541,              0.0010958,              0.0010958,              0.0010958
                    140,                0.56476,                 3.2362,                0.58788,                0.39475,                0.86105,                0.99852,                      1,                  0.995,                0.87091,                0.90774,                0.90909,                0.88306,                0.38199,                0.54061,                 2.7269,                0.55488,                0.38519,                0.85103,              0.0010892,              0.0010892,              0.0010892
                    141,                0.55886,                  3.399,                0.57524,                0.37678,                0.86514,                0.99852,                      1,                  0.995,                0.87707,                0.93044,                0.93182,                0.92396,                0.41053,                0.53236,                 2.7047,                0.55856,                0.39541,                 0.8478,              0.0010826,              0.0010826,              0.0010826
                    142,                 0.5369,                 3.1859,                0.55836,                0.37375,                0.85511,                0.99827,                      1,                  0.995,                0.88513,                 0.9302,                0.93182,                0.90668,                0.38737,                0.51345,                 2.7626,                0.55948,                0.41352,                0.84926,               0.001076,               0.001076,               0.001076
                    143,                0.54046,                 3.1396,                0.57038,                0.37276,                0.85809,                0.99775,                      1,                  0.995,                0.88513,                0.90705,                0.90909,                0.87201,                0.37218,                0.56027,                  2.793,                0.55986,                0.39942,                0.85411,              0.0010694,              0.0010694,              0.0010694
                    144,                0.53343,                 3.1238,                0.53714,                0.36725,                0.83762,                0.99865,                      1,                  0.995,                0.87981,                0.93489,                0.93182,                 0.9198,                0.35619,                 0.5783,                 2.8758,                 0.5608,                0.39249,                0.85481,              0.0010628,              0.0010628,              0.0010628
                    145,                0.58053,                 3.3337,                0.57295,                0.37704,                0.86079,                0.99875,                      1,                  0.995,                0.88076,                0.93914,                0.93182,                   0.92,                 0.3924,                0.57533,                 2.8317,                0.55916,                0.37633,                 0.8486,              0.0010562,              0.0010562,              0.0010562
                    146,                0.52737,                 3.1095,                0.55219,                0.35444,                0.83521,                0.99863,                      1,                  0.995,                0.87637,                0.93102,                0.93182,                0.92465,                0.38398,                0.59066,                 2.8338,                0.55756,                0.36493,                0.85102,              0.0010496,              0.0010496,              0.0010496
                    147,                0.53828,                 3.2163,                0.58079,                0.36886,                0.84745,                0.99866,                      1,                  0.995,                0.88433,                0.79463,                0.79545,                0.74588,                 0.3144,                0.58987,                 2.9764,                0.55859,                0.36953,                 0.8597,               0.001043,               0.001043,               0.001043
                    148,                0.51676,                 3.1511,                0.57187,                0.35805,                0.85073,                0.99865,                      1,                  0.995,                0.87147,                0.93078,                0.93182,                0.93197,                0.36685,                0.58911,                 2.9221,                0.55455,                0.38193,                0.86217,              0.0010364,              0.0010364,              0.0010364
                    149,                0.53216,                 3.1365,                0.56885,                0.37225,                0.84379,                 0.9986,                      1,                  0.995,                0.87803,                0.88512,                0.88636,                0.85489,                0.38423,                0.55992,                 2.7343,                0.54957,                0.38354,                0.85352,              0.0010298,              0.0010298,              0.0010298
                    150,                0.52288,                  3.214,                0.55533,                0.36344,                0.84239,                0.99866,                      1,                  0.995,                0.87801,                0.93114,                0.93182,                0.92547,                0.39002,                0.54505,                 2.8218,                0.55112,                0.37279,                0.85773,              0.0010232,              0.0010232,              0.0010232
                    151,                0.51014,                 3.3517,                0.56317,                0.37094,                0.84937,                0.99869,                      1,                  0.995,                0.88716,                0.89099,                0.88636,                0.86808,                0.41436,                0.54402,                 2.7821,                0.55452,                0.35631,                0.85222,              0.0010166,              0.0010166,              0.0010166
                    152,                0.53754,                 3.3275,                0.58587,                0.36365,                 0.8524,                0.99875,                      1,                  0.995,                0.88264,                0.94115,                0.93182,                0.93799,                 0.4253,                0.55465,                 2.7151,                0.55323,                0.36557,                0.84801,                0.00101,                0.00101,                0.00101
                    153,                0.50761,                 3.0562,                0.56781,                0.35865,                0.84175,                0.99841,                      1,                  0.995,                0.87902,                0.91467,                0.90909,                 0.8866,                0.38375,                0.53775,                 2.8557,                0.55253,                0.38036,                0.83853,              0.0010034,              0.0010034,              0.0010034
                    154,                 0.5533,                 3.1793,                0.56739,                0.36635,                 0.8386,                0.99864,                      1,                  0.995,                0.85104,                0.90847,                0.90909,                0.87009,                 0.4109,                0.59829,                 2.7273,                0.55164,                0.37541,                0.85591,              0.0009968,              0.0009968,              0.0009968
                    155,                0.57697,                 3.2055,                 0.5649,                0.37299,                0.85419,                0.99856,                      1,                  0.995,                0.85466,                0.93047,                0.93182,                0.91547,                0.38884,                0.57979,                 2.7675,                0.55326,                0.36328,                0.84861,              0.0009902,              0.0009902,              0.0009902
                    156,                0.54422,                 3.0344,                0.57462,                 0.3671,                0.83706,                0.99855,                      1,                  0.995,                 0.8728,                 0.9086,                0.90909,                0.87302,                 0.4137,                0.54937,                 2.7025,                0.55012,                0.35334,                0.84065,              0.0009836,              0.0009836,              0.0009836
                    157,                0.53898,                 2.9682,                0.56523,                0.37441,                0.84095,                0.99839,                      1,                  0.995,                0.87063,                0.90851,                0.90909,                0.88628,                0.36243,                0.55663,                  2.785,                0.54877,                0.35862,                0.84638,               0.000977,               0.000977,               0.000977
                    158,                 0.5465,                 3.1117,                0.57308,                0.38062,                0.84243,                0.99855,                      1,                  0.995,                0.85924,                0.91605,                0.90909,                0.87494,                0.42644,                0.58842,                 2.7239,                0.54728,                0.37057,                0.85439,              0.0009704,              0.0009704,              0.0009704
                    159,                0.56741,                 3.0358,                0.55465,                0.39828,                0.85857,                0.99864,                      1,                  0.995,                0.86689,                0.91536,                0.90909,                 0.8657,                0.39487,                0.55507,                  2.665,                0.54872,                0.36439,                0.84579,              0.0009638,              0.0009638,              0.0009638
                    160,                0.53656,                 3.0462,                0.57281,                0.39122,                 0.8368,                0.99861,                      1,                  0.995,                0.86574,                0.93053,                0.93182,                0.91694,                0.38364,                0.54135,                 2.7117,                0.55053,                0.39935,                0.84675,              0.0009572,              0.0009572,              0.0009572
                    161,                0.56284,                 3.1902,                0.54573,                0.38928,                0.86755,                0.99864,                      1,                  0.995,                0.87348,                0.90786,                0.90909,                0.89977,                0.40543,                0.57236,                 2.7387,                0.55055,                0.37028,                0.85307,              0.0009506,              0.0009506,              0.0009506
                    162,                0.54029,                 3.0228,                0.56044,                0.36933,                0.84392,                0.99865,                      1,                  0.995,                0.88447,                0.93144,                0.93182,                0.91849,                 0.4637,                0.56163,                 2.6427,                0.55072,                0.34083,                0.85019,               0.000944,               0.000944,               0.000944
                    163,                0.52164,                 3.2198,                0.55986,                0.36857,                0.84314,                0.99815,                      1,                  0.995,                0.87611,                0.95278,                0.95455,                0.95449,                 0.4394,                0.58414,                 2.7483,                0.54881,                0.37274,                0.85175,              0.0009374,              0.0009374,              0.0009374
                    164,                0.53969,                 3.2011,                0.54813,                 0.3661,                0.83829,                0.99768,                      1,                  0.995,                0.86802,                0.90693,                0.90909,                0.88712,                0.45181,                0.56757,                 2.6665,                0.55046,                 0.3469,                0.85206,              0.0009308,              0.0009308,              0.0009308
                    165,                0.56914,                 3.2746,                0.55497,                0.36545,                0.84066,                0.99866,                      1,                  0.995,                0.87549,                0.93054,                0.93182,                0.92842,                0.41244,                0.58042,                 2.7151,                0.55241,                 0.3355,                0.85084,              0.0009242,              0.0009242,              0.0009242
                    166,                0.50931,                 3.1345,                0.55636,                0.35485,                0.84079,                0.99861,                      1,                  0.995,                0.89103,                0.90782,                0.90909,                0.89441,                0.40955,                0.53704,                 2.6971,                0.55351,                0.33688,                0.84706,              0.0009176,              0.0009176,              0.0009176
                    167,                0.52137,                 3.1241,                0.56732,                0.35526,                0.84277,                0.99863,                      1,                  0.995,                0.88304,                0.86245,                0.86364,                0.83501,                0.42171,                0.54574,                 2.6352,                0.55389,                0.35047,                 0.8529,               0.000911,               0.000911,               0.000911
                    168,                0.51761,                 2.9581,                0.55435,                 0.3458,                0.85431,                0.99869,                      1,                  0.995,                0.88267,                0.90788,                0.90909,                0.88706,                0.43652,                 0.5558,                  2.653,                0.55206,                  0.365,                0.85051,              0.0009044,              0.0009044,              0.0009044
                    169,                0.49337,                  3.194,                0.56817,                0.34899,                0.82947,                0.99866,                      1,                  0.995,                0.87925,                0.88515,                0.88636,                0.87889,                0.46112,                 0.5724,                 2.6528,                0.55387,                0.34876,                0.85262,              0.0008978,              0.0008978,              0.0008978
                    170,                0.50796,                 3.0575,                0.54723,                0.34976,                0.83773,                0.99866,                      1,                  0.995,                0.89721,                0.90784,                0.90909,                 0.9087,                0.46587,                0.51661,                  2.634,                0.55261,                0.33165,                0.83955,              0.0008912,              0.0008912,              0.0008912
                    171,                0.52024,                 3.0286,                0.54588,                0.35897,                0.84295,                0.99866,                      1,                  0.995,                0.89394,                0.90787,                0.90909,                0.90611,                0.47933,                0.53825,                 2.5957,                0.55118,                0.31856,                0.84396,              0.0008846,              0.0008846,              0.0008846
                    172,                0.53414,                 3.2595,                0.56849,                 0.3635,                0.84045,                0.99866,                      1,                  0.995,                 0.8978,                0.95327,                0.95455,                0.94616,                0.43188,                0.54986,                 2.7797,                0.55142,                0.33984,                 0.8472,               0.000878,               0.000878,               0.000878
                    173,                0.52891,                 3.2234,                 0.5663,                0.37108,                0.84488,                0.99867,                      1,                  0.995,                0.90393,                0.88518,                0.88636,                 0.8707,                0.45686,                0.52118,                 2.7184,                 0.5481,                 0.3251,                0.83938,              0.0008714,              0.0008714,              0.0008714
                    174,                0.48425,                 3.0668,                0.55873,                0.34328,                0.84843,                      1,                      1,                  0.995,                0.90266,                0.93773,                0.93182,                0.94799,                 0.4941,                0.52176,                 2.6151,                0.54645,                0.33033,                0.84083,              0.0008648,              0.0008648,              0.0008648
                    175,                0.50457,                 3.0328,                 0.5498,                0.35332,                0.84914,                0.99891,                      1,                  0.995,                0.90427,                0.94616,                0.93182,                0.94132,                0.43447,                0.52375,                 2.6814,                0.54788,                0.33163,                0.83204,              0.0008582,              0.0008582,              0.0008582
                    176,                0.50436,                 3.2166,                0.59306,                0.35363,                0.85384,                0.99883,                      1,                  0.995,                 0.8948,                0.92008,                0.90909,                 0.9023,                0.46296,                0.51287,                 2.6643,                0.54737,                 0.3378,                0.83603,              0.0008516,              0.0008516,              0.0008516
                    177,                0.55578,                 3.2291,                 0.5718,                0.36687,                0.86628,                0.99871,                      1,                  0.995,                0.89788,                0.94088,                0.93182,                0.92338,                0.49402,                0.52328,                 2.6254,                0.55062,                0.34939,                0.84643,               0.000845,               0.000845,               0.000845
                    178,                0.52638,                 3.1275,                0.56101,                0.35305,                0.83043,                0.99863,                      1,                  0.995,                0.89281,                0.95323,                0.95455,                0.95018,                0.47553,                0.50777,                 2.6642,                0.55225,                0.33935,                0.83639,              0.0008384,              0.0008384,              0.0008384
                    179,                0.49443,                  3.238,                0.56383,                0.34467,                0.84366,                0.99861,                      1,                  0.995,                0.89333,                0.90782,                0.90909,                0.88746,                 0.4511,                0.49888,                 2.6988,                0.54946,                0.33021,                0.83101,              0.0008318,              0.0008318,              0.0008318
                    180,                0.47457,                 3.0925,                0.55351,                 0.3386,                0.83513,                0.99862,                      1,                  0.995,                0.90779,                0.95323,                0.95455,                0.94888,                0.48077,                0.48664,                 2.5989,                0.54603,                0.32221,                0.82762,              0.0008252,              0.0008252,              0.0008252
                    181,                0.48418,                 2.9171,                0.53982,                0.34582,                0.82873,                0.99862,                      1,                  0.995,                0.89923,                0.90784,                0.90909,                0.87042,                0.48922,                0.51566,                 2.6047,                0.54633,                0.34381,                0.83339,              0.0008186,              0.0008186,              0.0008186
                    182,                0.46023,                 2.9979,                0.55287,                0.32371,                0.84049,                0.99865,                      1,                  0.995,                0.89974,                0.97595,                0.97727,                0.96397,                 0.4844,                0.50772,                 2.5956,                0.54712,                0.32125,                0.83263,               0.000812,               0.000812,               0.000812
                    183,                0.49764,                 2.8409,                0.55238,                0.33617,                 0.8309,                0.99868,                      1,                  0.995,                0.87816,                0.97598,                0.97727,                 0.9624,                0.47021,                0.52463,                 2.6361,                0.55329,                0.33978,                0.83977,              0.0008054,              0.0008054,              0.0008054
                    184,                 0.4852,                 2.7079,                0.55515,                0.33282,                0.83636,                 0.9987,                      1,                  0.995,                0.89452,                0.95331,                0.95455,                0.93369,                  0.431,                0.52255,                 2.6293,                0.55366,                0.33734,                0.84204,              0.0007988,              0.0007988,              0.0007988
                    185,                0.52053,                  2.857,                0.55585,                0.37157,                0.82756,                0.99864,                      1,                  0.995,                0.89599,                0.95324,                0.95455,                0.92801,                0.44274,                0.49427,                 2.6298,                0.54931,                0.33125,                0.83659,              0.0007922,              0.0007922,              0.0007922
                    186,                 0.4887,                 2.7954,                0.54187,                0.33841,                0.82226,                0.99858,                      1,                  0.995,                0.88586,                0.95319,                0.95455,                0.93049,                0.41998,                0.50888,                 2.7576,                0.54714,                0.35686,                0.83769,              0.0007856,              0.0007856,              0.0007856
                    187,                0.51973,                  2.718,                0.55625,                0.35352,                0.83968,                0.99863,                      1,                  0.995,                0.91023,                0.93054,                0.93182,                0.92382,                0.47219,                0.49856,                 2.6232,                 0.5457,                0.35787,                 0.8312,               0.000779,               0.000779,               0.000779
                    188,                0.49038,                 2.9979,                  0.554,                0.33233,                0.83668,                0.99866,                      1,                  0.995,                0.90525,                0.90788,                0.90909,                0.88247,                 0.4491,                0.50886,                 2.7146,                0.54309,                0.35534,                0.82876,              0.0007724,              0.0007724,              0.0007724
                    189,                0.54488,                 3.1387,                0.55025,                 0.3544,                0.83981,                0.99872,                      1,                  0.995,                0.91199,                0.90905,                0.90909,                0.89415,                0.45607,                0.48318,                 2.6762,                0.54169,                0.34103,                0.82644,              0.0007658,              0.0007658,              0.0007658
                    190,                0.53433,                 3.0447,                0.55578,                0.34776,                0.83328,                0.99877,                      1,                  0.995,                0.90994,                0.95831,                0.95455,                0.96183,                0.45342,                 0.4861,                 2.6298,                0.53898,                 0.3346,                0.82527,              0.0007592,              0.0007592,              0.0007592
                    191,                0.51623,                 3.0134,                0.53563,                0.34511,                0.84786,                      1,                      1,                  0.995,                0.89371,                0.95455,                0.95455,                0.96484,                0.48479,                0.50862,                 2.6519,                0.53989,                0.32234,                0.83257,              0.0007526,              0.0007526,              0.0007526
                    192,                0.50667,                 2.8868,                0.55321,                0.35026,                0.84369,                      1,                      1,                  0.995,                0.91498,                0.90909,                0.90909,                0.93322,                0.49836,                0.50479,                 2.6223,                0.54167,                0.33507,                 0.8304,               0.000746,               0.000746,               0.000746
                    193,                0.49745,                 2.9367,                0.53236,                0.35026,                0.84541,                0.99868,                      1,                  0.995,                0.90498,                 0.9083,                0.90909,                0.93368,                0.48697,                0.50457,                 2.6814,                0.54291,                0.33227,                0.83321,              0.0007394,              0.0007394,              0.0007394
                    194,                 0.5287,                 3.0774,                0.56284,                0.35483,                0.85723,                0.99867,                      1,                  0.995,                0.90627,                0.93065,                0.93182,                0.92589,                0.45259,                0.49347,                 2.6709,                 0.5424,                0.31085,                0.83318,              0.0007328,              0.0007328,              0.0007328
                    195,                0.48399,                 2.9762,                 0.5623,                0.34685,                0.82684,                0.99867,                      1,                  0.995,                0.89093,                0.88519,                0.88636,                0.89977,                0.44644,                0.52672,                  2.674,                0.54473,                0.34502,                0.83852,              0.0007262,              0.0007262,              0.0007262
                    196,                0.45452,                 3.0342,                0.56235,                0.32967,                 0.8272,                0.99874,                      1,                  0.995,                0.90118,                0.90887,                0.90909,                0.92201,                0.44496,                 0.4906,                 2.6648,                0.54009,                0.33906,                0.82868,              0.0007196,              0.0007196,              0.0007196
                    197,                0.47611,                 2.8177,                0.54779,                0.32796,                0.82049,                0.99882,                      1,                  0.995,                0.90379,                0.96707,                0.95455,                0.96512,                  0.495,                0.48453,                 2.6271,                0.54159,                0.33379,                0.82619,               0.000713,               0.000713,               0.000713
                    198,                0.46226,                 3.0503,                0.55171,                0.32309,                0.83497,                0.99926,                      1,                  0.995,                0.90364,                0.97274,                0.95455,                0.96595,                0.48026,                0.50387,                 2.6013,                 0.5391,                0.31999,                0.82996,              0.0007064,              0.0007064,              0.0007064
                    199,                0.45013,                 2.9607,                0.55101,                0.32321,                0.83818,                0.99927,                      1,                  0.995,                0.90737,                0.97272,                0.95455,                0.96299,                0.47215,                0.50656,                 2.6083,                0.53963,                0.33007,                0.82803,              0.0006998,              0.0006998,              0.0006998
