                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                0.60562,                 2.6083,                0.46312,                0.36951,                0.86241,                0.98658,                0.92683,                0.93975,                0.81282,                0.93317,                0.85976,                0.86154,                0.42767,                0.58337,                 2.3963,                 0.4863,                0.36763,                0.82658,              0.0013994,              0.0013994,              0.0013994
                     94,                0.59178,                 2.7144,                0.48425,                0.36526,                0.85159,                 0.9964,                0.92073,                0.94786,                0.82957,                 0.9321,                0.85976,                0.86421,                0.42675,                0.59009,                    2.5,                0.45306,                0.37118,                0.82387,              0.0013928,              0.0013928,              0.0013928
                     95,                0.57915,                  2.592,                0.45568,                0.36184,                0.85219,                0.99346,                0.92616,                0.94112,                0.82685,                 0.9325,                0.86585,                0.86528,                0.44543,                0.58737,                 2.3945,                 0.4604,                0.36768,                0.82854,              0.0013862,              0.0013862,              0.0013862
                     96,                0.61329,                 2.6451,                0.47378,                0.38961,                0.86353,                0.99893,                0.92683,                0.94175,                 0.8218,                 0.9534,                0.88415,                0.89026,                0.47842,                0.57954,                 2.2934,                 0.4542,                0.36063,                0.82178,              0.0013796,              0.0013796,              0.0013796
                     97,                0.59854,                 2.6735,                 0.4496,                0.36996,                0.85416,                0.99336,                0.93293,                0.94813,                0.83255,                0.93565,                0.87195,                0.89011,                 0.4629,                0.57414,                 2.2937,                0.45537,                0.34372,                0.81683,               0.001373,               0.001373,               0.001373
                     98,                 0.5743,                 2.5728,                0.45046,                 0.3647,                0.86146,                 0.9995,                0.93293,                0.96008,                0.84922,                0.96035,                0.89024,                0.92238,                0.48497,                0.58787,                 2.3416,                0.45642,                0.35029,                0.82019,              0.0013664,              0.0013664,              0.0013664
                     99,                0.57918,                 2.5614,                 0.4451,                0.36522,                0.85117,                0.99346,                0.92612,                0.95293,                0.85099,                0.92562,                0.85976,                0.87597,                0.44381,                0.53855,                 2.3841,                0.46992,                0.33965,                0.81577,              0.0013598,              0.0013598,              0.0013598
                    100,                0.58096,                 2.6715,                0.45906,                0.36891,                0.85186,                0.99326,                0.93293,                 0.9644,                 0.8675,                0.92683,                0.85976,                0.89802,                0.47763,                0.55268,                  2.394,                0.46493,                0.33331,                 0.8122,              0.0013532,              0.0013532,              0.0013532
                    101,                0.57668,                 2.6003,                0.45735,                0.35924,                0.85789,                0.99933,                0.92683,                0.96646,                0.85862,                0.92701,                0.85976,                 0.8997,                0.47537,                0.56373,                 2.3154,                0.45004,                0.33538,                0.81595,              0.0013466,              0.0013466,              0.0013466
                    102,                0.57408,                 2.5857,                0.44673,                0.36127,                0.85032,                0.99981,                0.92683,                0.95749,                0.85943,                0.90629,                0.83537,                0.87599,                0.48209,                0.55283,                 2.3786,                0.44371,                0.34837,                0.81776,                0.00134,                0.00134,                0.00134
                    103,                0.57958,                 2.5668,                0.45321,                0.37436,                0.85342,                0.99716,                0.92683,                0.95342,                0.85336,                0.93806,                0.87195,                0.89782,                0.50087,                0.54693,                 2.2374,                0.45326,                0.34848,                 0.8171,              0.0013334,              0.0013334,              0.0013334
                    104,                0.57781,                 2.4294,                0.44623,                0.36153,                0.85858,                0.99989,                0.92683,                0.96644,                0.86558,                0.97212,                0.89634,                0.93825,                0.53426,                0.54642,                  2.331,                 0.4309,                 0.3444,                0.81568,              0.0013268,              0.0013268,              0.0013268
                    105,                0.55659,                 2.4454,                0.43526,                0.35833,                0.85673,                0.99268,                0.93293,                0.95703,                 0.8592,                0.96332,                0.89634,                0.92026,                 0.4971,                0.54203,                 2.2956,                 0.4357,                0.33328,                0.81243,              0.0013202,              0.0013202,              0.0013202
                    106,                0.57953,                 2.4664,                0.43192,                0.36602,                0.85119,                0.99324,                0.92683,                0.95941,                0.84714,                0.92097,                0.85271,                0.88427,                0.50145,                0.56891,                 2.2765,                0.45027,                0.34419,                0.81948,              0.0013136,              0.0013136,              0.0013136
                    107,                0.59563,                 2.6029,                0.43901,                0.37819,                0.85245,                0.98681,                0.93902,                0.94221,                0.84644,                0.93873,                0.86585,                0.87169,                0.47094,                0.53377,                 2.3074,                0.43644,                 0.3453,                0.81578,               0.001307,               0.001307,               0.001307
                    108,                0.55368,                 2.5106,                0.44042,                0.36197,                0.84696,                0.99347,                0.92808,                0.94971,                0.84346,                0.94726,                0.87611,                0.88683,                0.50464,                0.54917,                 2.2702,                  0.432,                0.32901,                0.81773,              0.0013004,              0.0013004,              0.0013004
                    109,                0.58152,                 2.5822,                0.43211,                0.35647,                0.83373,                0.98717,                0.93865,                0.95094,                 0.8476,                0.95086,                0.88415,                0.89773,                0.48832,                 0.5555,                 2.2796,                0.42983,                0.33757,                0.81654,              0.0012938,              0.0012938,              0.0012938
                    110,                0.57622,                 2.5233,                0.43465,                0.35322,                0.84928,                0.99721,                0.92683,                0.96345,                0.87867,                0.94758,                0.88172,                0.91947,                0.50981,                  0.516,                 2.2867,                0.43359,                0.33282,                 0.8078,              0.0012872,              0.0012872,              0.0012872
                    111,                0.56593,                 2.5005,                0.43536,                0.35166,                0.84675,                0.99972,                0.93902,                0.96794,                0.87464,                0.94627,                0.87805,                0.92074,                 0.5405,                0.54339,                 2.3334,                0.45714,                0.33659,                0.81031,              0.0012806,              0.0012806,              0.0012806
                    112,                0.56547,                 2.4964,                0.44633,                0.35445,                0.85064,                0.99354,                0.93843,                 0.9636,                 0.8618,                0.95896,                0.89024,                0.91972,                0.51992,                0.54177,                 2.2833,                0.42447,                0.33846,                0.81065,               0.001274,               0.001274,               0.001274
                    113,                0.58464,                 2.5425,                0.44984,                0.36162,                0.85306,                0.98757,                0.92683,                0.93823,                0.82547,                  0.945,                0.88415,                0.87718,                0.45492,                0.55976,                 2.3478,                0.45537,                0.35831,                 0.8263,              0.0012674,              0.0012674,              0.0012674
                    114,                0.56239,                 2.5638,                0.43805,                0.35694,                0.83937,                0.99846,                0.92683,                0.95242,                0.85513,                0.95248,                0.88415,                0.89809,                0.49965,                0.53403,                 2.3248,                0.40294,                0.33291,                 0.8152,              0.0012608,              0.0012608,              0.0012608
                    115,                0.57005,                 2.5642,                0.44522,                 0.3611,                0.85289,                0.99951,                0.93293,                0.95329,                0.84887,                0.95145,                0.88415,                0.90367,                0.49025,                0.54952,                 2.3326,                0.41528,                0.34629,                0.81332,              0.0012542,              0.0012542,              0.0012542
                    116,                0.56859,                 2.4602,                0.42587,                0.35109,                0.84858,                0.99942,                0.93293,                0.96334,                  0.872,                0.95196,                0.88415,                0.92567,                0.51155,                0.55838,                 2.3112,                  0.412,                0.34331,                0.81884,              0.0012476,              0.0012476,              0.0012476
                    117,                0.55413,                 2.3484,                0.43689,                0.34893,                0.84618,                0.99824,                0.92683,                0.95366,                0.85114,                 0.9396,                0.87195,                0.89952,                0.46741,                0.54175,                 2.5262,                0.42416,                 0.3492,                0.81855,               0.001241,               0.001241,               0.001241
                    118,                0.55041,                 2.4841,                0.45093,                0.34411,                0.84029,                0.99891,                0.93902,                0.94772,                0.83193,                0.93393,                0.87805,                0.88515,                0.44559,                0.56806,                 2.4018,                0.44014,                0.32976,                0.81646,              0.0012344,              0.0012344,              0.0012344
                    119,                0.56863,                 2.4745,                0.44684,                0.35374,                0.85576,                0.99354,                0.93838,                0.93866,                0.81895,                0.94502,                0.88415,                 0.8796,                0.43897,                 0.5957,                 2.3746,                0.39829,                0.34786,                0.82392,              0.0012278,              0.0012278,              0.0012278
                    120,                0.54559,                 2.5063,                0.44307,                 0.3421,                0.84962,                0.99355,                0.93866,                0.95893,                0.85756,                0.95652,                0.89024,                0.91446,                0.50519,                0.52348,                 2.2937,                 0.4191,                0.32103,                0.80973,              0.0012212,              0.0012212,              0.0012212
                    121,                0.56921,                 2.5189,                0.43614,                0.35065,                0.85031,                0.99984,                0.93293,                0.93886,                0.82475,                0.93296,                0.86585,                0.86211,                0.43292,                0.56253,                 2.3288,                0.42136,                0.40555,                0.81783,              0.0012146,              0.0012146,              0.0012146
                    122,                0.55907,                 2.3222,                0.42522,                0.35219,                0.84843,                0.99257,                0.93293,                 0.9548,                0.85489,                0.95347,                0.88415,                0.90909,                0.50218,                0.54212,                 2.2507,                0.39488,                0.32752,                0.81083,               0.001208,               0.001208,               0.001208
                    123,                0.55223,                  2.447,                0.42393,                0.34898,                0.84418,                      1,                0.93254,                0.94542,                0.84446,                0.94671,                0.87805,                0.88174,                0.46401,                0.52296,                 2.3081,                0.40035,                0.31877,                0.81132,              0.0012014,              0.0012014,              0.0012014
                    124,                0.58563,                 2.5782,                 0.4325,                0.35517,                0.85168,                      1,                0.93265,                 0.9525,                0.85677,                0.95302,                0.88415,                0.90693,                0.50409,                0.52835,                 2.2409,                0.39121,                0.33286,                0.81157,              0.0011948,              0.0011948,              0.0011948
                    125,                0.57603,                 2.4782,                0.41923,                0.34967,                0.86627,                0.99325,                0.93902,                0.95694,                0.85694,                0.94636,                0.87805,                0.90645,                0.52196,                0.55488,                 2.1986,                0.39059,                0.34363,                0.81407,              0.0011882,              0.0011882,              0.0011882
                    126,                0.55431,                  2.449,                0.43322,                0.35187,                 0.8411,                0.99354,                0.93834,                0.95163,                  0.855,                0.94605,                0.87805,                0.89798,                0.49162,                0.53285,                 2.2819,                0.39648,                0.32891,                0.81083,              0.0011816,              0.0011816,              0.0011816
                    127,                0.55427,                 2.5189,                 0.4321,                0.34659,                0.84275,                      1,                0.93252,                0.94032,                0.83799,                0.95917,                0.89024,                0.89276,                0.46384,                0.51434,                 2.1775,                0.38934,                0.34255,                0.80602,               0.001175,               0.001175,               0.001175
                    128,                0.52737,                 2.3359,                0.42099,                0.33991,                0.83746,                0.99917,                0.93293,                0.96695,                0.87108,                0.96686,                0.88945,                 0.9347,                0.54042,                  0.543,                 2.1765,                 0.4148,                0.33204,                 0.8088,              0.0011684,              0.0011684,              0.0011684
                    129,                0.54218,                 2.4325,                0.42566,                0.34081,                0.83285,                0.99673,                0.92683,                 0.9515,                 0.8499,                0.93115,                0.86585,                0.87788,                0.49026,                0.54266,                 2.2733,                0.40774,                0.33387,                0.81212,              0.0011618,              0.0011618,              0.0011618
                    130,                 0.5473,                 2.2306,                0.39521,                0.34037,                 0.8473,                0.99567,                0.92683,                0.96467,                 0.8706,                0.95202,                0.88415,                0.92484,                0.52829,                0.55452,                 2.1362,                0.38871,                0.32261,                 0.8148,              0.0011552,              0.0011552,              0.0011552
                    131,                 0.5432,                 2.3358,                0.41691,                0.34629,                0.84678,                      1,                  0.939,                0.94977,                0.84623,                0.95314,                0.88415,                0.88938,                0.46287,                0.53791,                 2.2233,                0.37875,                0.33216,                0.81222,              0.0011486,              0.0011486,              0.0011486
                    132,                0.53082,                 2.4033,                0.41278,                0.33689,                0.84015,                0.99355,                0.93901,                0.96632,                 0.8755,                0.96073,                0.89497,                0.92972,                0.52214,                0.52093,                 2.1736,                0.37634,                0.31482,                0.81221,               0.001142,               0.001142,               0.001142
                    133,                 0.5513,                 2.3884,                0.41504,                0.35101,                 0.8421,                0.98718,                0.93884,                 0.9516,                0.83963,                0.96046,                0.90244,                0.91519,                0.51703,                0.53982,                 2.0843,                0.37191,                 0.3269,                0.80972,              0.0011354,              0.0011354,              0.0011354
                    134,                0.52164,                  2.413,                0.40774,                0.33814,                0.83498,                0.99873,                0.92683,                0.92669,                0.81007,                0.94667,                0.87805,                0.86933,                0.43432,                0.55675,                 2.2553,                 0.3816,                 2.9966,                 0.8137,              0.0011288,              0.0011288,              0.0011288
                    135,                0.53666,                 2.4621,                0.42458,                0.34125,                0.84029,                      1,                 0.9376,                0.96179,                0.87069,                0.96077,                 0.8961,                0.92747,                0.54031,                0.53522,                 2.1919,                0.36856,                 0.3082,                0.80587,              0.0011222,              0.0011222,              0.0011222
                    136,                0.52757,                 2.2882,                0.41154,                0.33227,                0.83962,                      1,                0.93858,                0.94324,                0.84257,                0.96102,                0.90201,                0.90684,                0.49665,                0.52773,                 2.1924,                0.37069,                0.31865,                0.80755,              0.0011156,              0.0011156,              0.0011156
                    137,                0.54663,                 2.2925,                0.42056,                0.33612,                0.83552,                0.99889,                0.93902,                0.95532,                0.85806,                0.97275,                0.90244,                0.92728,                0.52981,                0.53027,                 2.1268,                0.37468,                0.31027,                0.80923,               0.001109,               0.001109,               0.001109
                    138,                0.53267,                 2.3646,                0.41581,                0.33194,                0.83568,                      1,                0.93246,                0.96734,                0.87684,                0.94722,                0.87805,                0.92402,                0.54839,                0.52609,                 2.1252,                0.37107,                 0.3148,                0.81168,              0.0011024,              0.0011024,              0.0011024
                    139,                0.52797,                 2.3323,                 0.4104,                0.33008,                0.82813,                      1,                0.93865,                0.96113,                0.86863,                0.94081,                0.87805,                0.90356,                0.52034,                0.53789,                 2.2209,                0.37486,                0.31382,                0.81159,              0.0010958,              0.0010958,              0.0010958
                    140,                0.52741,                 2.4487,                0.41138,                 0.3301,                0.83745,                0.99952,                0.93902,                0.95184,                0.84452,                0.94108,                0.88415,                0.90499,                0.51863,                0.55923,                 2.2381,                0.36936,                0.31245,                0.81182,              0.0010892,              0.0010892,              0.0010892
                    141,                0.52469,                 2.4629,                0.40444,                0.33159,                0.83756,                0.99994,                0.93902,                0.93906,                 0.8314,                 0.9323,                0.86585,                0.87095,                0.48037,                0.54199,                 2.1409,                 0.3649,                0.31558,                0.81008,              0.0010826,              0.0010826,              0.0010826
                    142,                0.53849,                 2.4493,                0.39736,                0.33733,                 0.8382,                0.99301,                0.93902,                0.95658,                0.85967,                0.92119,                0.86585,                0.89243,                0.52711,                0.53243,                 2.1822,                0.37493,                0.31992,                0.81604,               0.001076,               0.001076,               0.001076
                    143,                0.52825,                 2.3393,                0.40275,                0.33345,                 0.8349,                0.99305,                0.93902,                 0.9545,                0.86152,                0.93449,                0.86985,                0.89121,                0.52152,                 0.5201,                   2.19,                0.36012,                0.31224,                0.81021,              0.0010694,              0.0010694,              0.0010694
                    144,                0.53264,                 2.3201,                0.39674,                0.32983,                0.84199,                      1,                 0.9249,                0.96207,                0.86752,                0.95772,                0.88415,                0.92656,                0.54591,                0.53534,                 2.1098,                0.36006,                0.32726,                0.81336,              0.0010628,              0.0010628,              0.0010628
                    145,                0.51818,                 2.3103,                0.40939,                0.32842,                0.84417,                0.99355,                0.93892,                0.94765,                0.84425,                0.96729,                0.90168,                0.91732,                0.51095,                0.53187,                 2.1393,                0.36364,                0.31969,                0.81291,              0.0010562,              0.0010562,              0.0010562
                    146,                0.54389,                 2.3232,                0.41104,                0.33238,                0.82896,                0.99892,                0.93902,                0.93765,                0.82831,                0.93976,                0.87195,                0.87103,                0.49514,                0.54893,                 2.1217,                0.35796,                0.42656,                0.81879,              0.0010496,              0.0010496,              0.0010496
                    147,                0.52411,                 2.5266,                0.41681,                0.33953,                0.84147,                0.99354,                0.93828,                0.96893,                0.87436,                0.94664,                0.88415,                0.92805,                0.55709,                0.51059,                 2.2324,                0.36083,                0.32436,                0.80824,               0.001043,               0.001043,               0.001043
                    148,                0.50912,                 2.2251,                0.40336,                0.32531,                0.84092,                      1,                0.93265,                0.93849,                0.82931,                0.96655,                0.89634,                0.89426,                 0.4819,                0.53427,                 2.1416,                0.36078,                0.32239,                0.81465,              0.0010364,              0.0010364,              0.0010364
                    149,                0.52795,                 2.3551,                 0.3966,                0.32812,                 0.8369,                0.99969,                0.93293,                0.94226,                0.84524,                0.95246,                0.88415,                0.88828,                 0.4833,                0.51915,                 2.1593,                0.36019,                0.32477,                0.81416,              0.0010298,              0.0010298,              0.0010298
                    150,                0.51455,                 2.2161,                0.37599,                0.31555,                0.82769,                0.99964,                0.93293,                0.95837,                0.86214,                0.94561,                0.87805,                0.90752,                 0.5326,                0.51484,                 2.2301,                 0.3602,                0.31214,                 0.8109,              0.0010232,              0.0010232,              0.0010232
                    151,                0.52216,                 2.3458,                0.39766,                  0.326,                0.83565,                0.99975,                0.93293,                0.95796,                0.86617,                0.96582,                0.89634,                0.92145,                0.53741,                0.52835,                 2.1975,                0.34603,                0.31559,                0.81444,              0.0010166,              0.0010166,              0.0010166
                    152,                0.50547,                  2.238,                0.38341,                0.32055,                0.83268,                0.99948,                0.93293,                0.95262,                0.85112,                0.93216,                0.86585,                0.88491,                0.50738,                0.53312,                 2.1913,                 0.3494,                0.29823,                0.81225,                0.00101,                0.00101,                0.00101
                    153,                 0.5228,                 2.2036,                0.39158,                 0.3221,                0.83817,                0.99968,                0.93293,                0.96548,                0.87882,                0.95255,                0.88415,                0.92344,                0.57386,                0.53169,                 2.1097,                0.34793,                0.29997,                0.81345,              0.0010034,              0.0010034,              0.0010034
                    154,                0.52046,                 2.2681,                0.39116,                0.32255,                 0.8397,                0.99992,                0.93293,                0.96794,                 0.8773,                 0.9458,                0.87805,                0.92437,                0.57833,                0.49016,                 2.1289,                0.34096,                  0.303,                0.80643,              0.0009968,              0.0009968,              0.0009968
                    155,                0.51222,                 2.2259,                0.38976,                0.32599,                0.82355,                0.99306,                0.93293,                0.95177,                0.85435,                0.95895,                0.89024,                0.91203,                0.53373,                0.51963,                 2.1238,                0.33899,                0.31412,                0.81166,              0.0009902,              0.0009902,              0.0009902
                    156,                0.51186,                 2.1917,                0.37795,                0.32306,                0.82958,                0.99319,                0.93293,                0.95972,                0.86906,                0.92869,                0.86585,                0.90391,                0.53488,                0.52657,                 2.0803,                0.33946,                0.31199,                0.81214,              0.0009836,              0.0009836,              0.0009836
                    157,                0.53176,                 2.1769,                0.38483,                0.32812,                0.84822,                      1,                0.93242,                0.95776,                  0.858,                0.92612,                0.85976,                0.89375,                0.50431,                0.52851,                 2.2276,                0.35256,                0.30655,                0.81448,               0.000977,               0.000977,               0.000977
                    158,                0.52496,                 2.2719,                0.38057,                0.32755,                0.84852,                0.99816,                0.92683,                0.93917,                0.83849,                0.94615,                0.87805,                0.87602,                0.49798,                0.51634,                 2.1641,                0.33907,                0.31276,                0.81213,              0.0009704,              0.0009704,              0.0009704
                    159,                0.50672,                  2.269,                0.39049,                0.31918,                0.83185,                0.99946,                0.93293,                0.95348,                0.85967,                0.93859,                0.87195,                0.89723,                 0.5212,                0.50422,                 2.1094,                0.34055,                0.29749,                0.81155,              0.0009638,              0.0009638,              0.0009638
                    160,                0.52837,                 2.3389,                0.39404,                0.32351,                0.83729,                0.99979,                0.93293,                0.96548,                0.87005,                0.94585,                0.87805,                0.91893,                0.55592,                0.54231,                 2.0606,                0.34482,                0.31737,                0.81368,              0.0009572,              0.0009572,              0.0009572
                    161,                0.52201,                 2.3692,                0.38447,                0.32822,                0.83068,                0.98457,                0.93902,                0.96702,                0.86905,                0.95222,                0.88415,                0.93216,                0.55071,                0.55598,                 2.1261,                0.35144,                0.31695,                0.81312,              0.0009506,              0.0009506,              0.0009506
                    162,                0.53125,                 2.4215,                0.39014,                0.33221,                0.82915,                      1,                0.93249,                0.96566,                0.87884,                0.93296,                0.86585,                0.91354,                0.55905,                0.51563,                 2.0703,                0.34146,                0.30471,                0.80392,               0.000944,               0.000944,               0.000944
                    163,                0.51146,                 2.2358,                0.38122,                0.31655,                0.83235,                      1,                0.93781,                 0.9662,                0.87728,                0.95871,                0.89024,                0.93327,                 0.5616,                0.51673,                 2.0126,                0.33382,                0.30242,                 0.8075,              0.0009374,              0.0009374,              0.0009374
                    164,                0.51664,                 2.3536,                0.38699,                0.32165,                0.82708,                0.99265,                0.93902,                0.96754,                0.87698,                0.95051,                0.88415,                0.92722,                0.57046,                0.50914,                 2.0627,                0.33114,                0.28781,                0.81306,              0.0009308,              0.0009308,              0.0009308
                    165,                0.50103,                 2.2648,                0.38122,                0.31088,                0.83113,                      1,                0.93052,                0.96463,                0.87526,                0.96068,                0.89393,                0.93322,                0.58176,                0.52449,                  2.016,                0.33084,                0.28669,                0.81569,              0.0009242,              0.0009242,              0.0009242
                    166,                0.49807,                 2.2046,                0.36939,                 0.3086,                 0.8337,                0.99962,                0.93293,                 0.9662,                0.88223,                0.94699,                0.87805,                0.92664,                0.55918,                0.51816,                 2.0526,                0.33388,                0.29962,                0.81002,              0.0009176,              0.0009176,              0.0009176
                    167,                0.50481,                 2.3338,                0.38882,                0.31885,                0.83843,                 0.9935,                0.93246,                0.96595,                0.87354,                0.94803,                 0.8898,                0.93012,                0.56932,                0.51399,                 2.0632,                0.32549,                0.28846,                0.80879,               0.000911,               0.000911,               0.000911
                    168,                0.51604,                 2.3152,                 0.3788,                0.32479,                  0.831,                 0.9935,                 0.9324,                0.96632,                0.87972,                0.95899,                0.89024,                0.92938,                0.56252,                0.51642,                 2.1343,                0.32761,                 0.2978,                0.80979,              0.0009044,              0.0009044,              0.0009044
                    169,                0.50732,                  2.224,                0.37299,                0.31918,                0.83667,                      1,                  0.938,                0.95065,                0.86064,                0.95187,                0.88415,                0.90202,                0.51246,                0.50732,                 2.1105,                0.34012,                0.29423,                0.80743,              0.0008978,              0.0008978,              0.0008978
                    170,                0.52266,                 2.2862,                0.36499,                0.32365,                0.83957,                0.99508,                0.93293,                0.95501,                0.86658,                0.94979,                0.88415,                0.90692,                0.51546,                 0.5286,                 2.0922,                0.33934,                0.30433,                0.81128,              0.0008912,              0.0008912,              0.0008912
                    171,                0.47354,                 2.1545,                0.36581,                0.30514,                0.82003,                 0.9935,                0.93201,                0.95877,                 0.8664,                0.94734,                0.87805,                0.91063,                0.53939,                0.52569,                 2.1444,                0.32539,                0.30258,                0.81295,              0.0008846,              0.0008846,              0.0008846
                    172,                0.51235,                   2.18,                0.37759,                0.31607,                0.83289,                0.99953,                0.93293,                0.94554,                0.84516,                0.95889,                0.89024,                0.89815,                0.47983,                0.51333,                 2.1117,                 0.3313,                0.30246,                0.80693,               0.000878,               0.000878,               0.000878
                    173,                0.48837,                 2.1945,                 0.3626,                0.30666,                0.82686,                0.99953,                0.93293,                0.96754,                0.88282,                0.95975,                0.89024,                0.93664,                0.57806,                0.50339,                 2.0504,                0.32663,                0.28851,                0.80672,              0.0008714,              0.0008714,              0.0008714
                    174,                0.50493,                 2.2563,                0.37553,                0.31404,                0.83827,                0.99951,                0.93293,                0.95033,                0.85734,                0.95378,                0.88089,                0.91088,                0.53343,                0.50194,                 2.0691,                0.31731,                0.29715,                0.80767,              0.0008648,              0.0008648,              0.0008648
                    175,                0.50302,                 2.3386,                0.37464,                0.30903,                0.82377,                0.99249,                0.93902,                0.96714,                0.87952,                0.95781,                0.89024,                0.93299,                0.56095,                0.48555,                 2.1344,                0.31387,                0.28702,                 0.8039,              0.0008582,              0.0008582,              0.0008582
                    176,                0.50389,                 2.2295,                0.36519,                0.30913,                 0.8322,                0.99751,                0.92683,                0.93899,                0.84237,                0.96506,                0.89634,                 0.8936,                 0.5062,                0.49145,                 2.0133,                0.31892,                0.30789,                0.80353,              0.0008516,              0.0008516,              0.0008516
                    177,                0.49643,                 2.1582,                0.36743,                0.30146,                0.82542,                 0.9935,                0.93233,                0.94923,                0.85319,                0.97153,                0.90244,                0.91966,                0.51355,                0.50984,                 2.0254,                0.31765,                0.30048,                0.80881,               0.000845,               0.000845,               0.000845
                    178,                0.48874,                 2.1231,                0.36798,                0.30701,                0.82643,                0.99973,                0.93293,                 0.9502,                 0.8582,                0.95256,                0.88415,                0.90166,                0.53087,                0.48463,                  2.032,                0.31768,                0.27758,                0.80221,              0.0008384,              0.0008384,              0.0008384
                    179,                0.49934,                 2.1865,                0.36186,                0.31763,                0.82826,                0.99307,                0.93902,                0.95415,                0.86239,                0.94702,                0.89024,                0.91519,                0.54778,                0.51698,                  2.082,                0.31558,                0.30013,                0.80822,              0.0008318,              0.0008318,              0.0008318
                    180,                0.48669,                 2.2565,                0.38383,                0.30532,                 0.8305,                0.99952,                0.93293,                0.96774,                0.88204,                 0.9675,                0.90757,                0.94631,                0.58981,                0.50935,                  1.991,                0.31683,                0.29118,                0.80628,              0.0008252,              0.0008252,              0.0008252
                    181,                0.48565,                 2.0716,                0.35646,                 0.2977,                0.81879,                0.99342,                0.93293,                0.96507,                0.87321,                0.95376,                0.89024,                0.92938,                0.56684,                 0.5079,                 2.0379,                0.32245,                0.28176,                0.80714,              0.0008186,              0.0008186,              0.0008186
                    182,                0.48889,                 2.1221,                0.37255,                0.30659,                 0.8302,                0.99306,                0.93293,                0.96542,                0.88134,                0.94585,                0.87805,                0.91567,                0.55414,                0.49092,                 2.1527,                0.31933,                0.28791,                 0.8032,               0.000812,               0.000812,               0.000812
                    183,                0.45175,                 2.0397,                0.35154,                0.28494,                0.81105,                0.99971,                0.93902,                0.94486,                0.85355,                0.92817,                0.87195,                 0.8805,                0.50312,                0.50614,                  2.098,                0.31621,                0.28153,                0.80679,              0.0008054,              0.0008054,              0.0008054
                    184,                0.47339,                 2.0727,                0.36332,                0.29526,                0.82366,                0.99949,                0.93293,                0.95011,                0.85531,                0.94804,                0.88996,                  0.911,                0.52415,                0.50452,                 2.0655,                 0.3149,                   0.29,                0.80678,              0.0007988,              0.0007988,              0.0007988
                    185,                0.47187,                 2.0972,                 0.3529,                0.29862,                0.82312,                0.99982,                0.93293,                0.96657,                0.88156,                0.95911,                0.89024,                0.93302,                0.56805,                0.49023,                  2.028,                0.31117,                0.28609,                0.80558,              0.0007922,              0.0007922,              0.0007922
                    186,                0.47435,                 2.1595,                0.36519,                0.30565,                0.83245,                      1,                0.93265,                0.96237,                0.87567,                0.95346,                0.88415,                0.92649,                0.56749,                0.49328,                 2.0755,                0.31241,                0.28059,                0.80415,              0.0007856,              0.0007856,              0.0007856
                    187,                0.49098,                 2.2083,                0.36449,                0.30731,                0.82018,                0.99922,                0.93293,                0.94351,                0.84851,                0.94803,                0.88984,                0.89764,                0.49685,                0.49873,                 2.0856,                0.31468,                0.29461,                0.80376,               0.000779,               0.000779,               0.000779
                    188,                0.47578,                 2.0957,                0.35438,                0.29538,                0.82533,                0.99952,                0.93293,                0.95479,                0.86879,                0.95693,                0.89024,                0.91613,                0.55271,                0.49102,                 2.0353,                0.31266,                0.27611,                0.80472,              0.0007724,              0.0007724,              0.0007724
                    189,                0.46305,                 2.0372,                0.35628,                0.29157,                0.81743,                0.99963,                0.93293,                0.95944,                0.87358,                0.95235,                0.88415,                0.91356,                0.55225,                0.49369,                 2.0449,                0.30693,                0.27776,                0.80493,              0.0007658,              0.0007658,              0.0007658
                    190,                0.46501,                 2.0255,                0.35659,                0.29791,                0.81941,                0.99966,                0.93293,                0.96566,                0.88684,                0.96521,                0.89634,                0.92679,                0.57694,                0.48289,                 2.0464,                0.31555,                0.27539,                 0.8025,              0.0007592,              0.0007592,              0.0007592
                    191,                0.47379,                 2.0821,                0.35149,                 0.3017,                0.82404,                0.99958,                0.93293,                0.96734,                 0.8823,                0.95895,                0.89024,                0.92954,                0.57264,                0.49651,                 2.0875,                0.30634,                0.27184,                0.80497,              0.0007526,              0.0007526,              0.0007526
                    192,                0.45685,                 2.1526,                0.37158,                0.29257,                0.82505,                0.99355,                0.93902,                0.96922,                 0.8824,                0.96649,                0.89634,                0.94251,                0.60059,                0.49091,                 2.0656,                0.30898,                0.27649,                0.80505,               0.000746,               0.000746,               0.000746
                    193,                 0.4592,                 1.9851,                  0.344,                0.28369,                0.81436,                      1,                0.93847,                0.96734,                   0.88,                0.95932,                0.89024,                0.93607,                0.58268,                0.48232,                 2.0426,                0.31055,                0.27075,                 0.8051,              0.0007394,              0.0007394,              0.0007394
